,province,city,total,today
251,江西,抚州,"{'mediumRiskAreaNum': 0, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'confirm': 73, 'showRate': False, 'wzz': 0, 'highRiskAreaNum': 0, 'dead': 0, 'heal': 73, 'showHeal': True, 'grade': '点击查看详情', 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:34:42', 'adcode': '361000'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
252,江西,地区待确认,"{'showHeal': True, 'confirm': 0, 'heal': 2, 'highRiskAreaNum': 0, 'adcode': '', 'nowConfirm': -2, 'mtime': '2022-07-17 11:33:05', 'dead': 0, 'wzz': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 1, 'continueDayZeroLocalConfirm': 0, 'showRate': False}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '', 'local_confirm_add': 0, 'confirm': 0}"
253,重庆,境外输入,"{'showHeal': True, 'continueDayZeroLocalConfirm': 0, 'confirm': 95, 'showRate': False, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 0, 'mtime': '2022-07-18 08:08:05', 'nowConfirm': 18, 'dead': 0, 'heal': 77, 'mediumRiskAreaNum': 0, 'wzz': 0, 'provinceLocalConfirm': 0, 'adcode': ''}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': True, 'wzz_add': '', 'local_confirm_add': 0}"
254,重庆,江北区,"{'heal': 29, 'showHeal': True, 'wzz': 0, 'nowConfirm': 2, 'confirm': 31, 'showRate': False, 'continueDayZeroLocalConfirm': 0, 'mtime': '2022-07-18 09:24:55', 'adcode': '500105', 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 0, 'dead': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0}","{'confirmCuts': 0, 'isUpdated': True, 'wzz_add': '0', 'local_confirm_add': 1, 'confirm': 1}"
255,重庆,沙坪坝区,"{'dead': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'showRate': False, 'provinceLocalConfirm': 0, 'wzz': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'adcode': '500106', 'nowConfirm': 0, 'confirm': 10, 'grade': '点击查看详情', 'mtime': '2022-07-17 11:33:00', 'heal': 10, 'showHeal': True}","{'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0'}"
256,重庆,永川区,"{'heal': 9, 'grade': '点击查看详情', 'wzz': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:32:52', 'confirm': 9, 'dead': 0, 'provinceLocalConfirm': 0, 'adcode': '500118', 'nowConfirm': 0, 'showRate': False, 'showHeal': True, 'continueDayZeroLocalConfirm': 16}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
257,重庆,綦江区,"{'dead': 0, 'wzz': 0, 'provinceLocalConfirm': 0, 'adcode': '500110', 'nowConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'showHeal': True, 'confirm': 23, 'showRate': False, 'heal': 23, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:33:01'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
258,重庆,南岸区,"{'nowConfirm': 0, 'heal': 18, 'mediumRiskAreaNum': 0, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'confirm': 18, 'dead': 0, 'showRate': False, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'wzz': 0, 'mtime': '2022-07-17 11:34:48', 'adcode': '500108'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
259,重庆,荣昌区,"{'nowConfirm': 0, 'highRiskAreaNum': 0, 'adcode': '500153', 'dead': 0, 'showRate': False, 'heal': 9, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'mediumRiskAreaNum': 0, 'mtime': '2022-07-17 11:32:59', 'confirm': 9, 'showHeal': True, 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16}","{'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0'}"
260,重庆,长寿区,"{'wzz': 0, 'mtime': '2022-07-17 11:32:54', 'heal': 24, 'showHeal': True, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'adcode': '500115', 'confirm': 24, 'dead': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'nowConfirm': 0, 'showRate': False, 'grade': '点击查看详情', 'provinceLocalConfirm': 0}","{'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0'}"
261,重庆,潼南区,"{'nowConfirm': 0, 'dead': 0, 'heal': 18, 'showHeal': True, 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'adcode': '500152', 'confirm': 18, 'showRate': False, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:32:55'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
262,重庆,奉节县,"{'nowConfirm': 0, 'confirm': 22, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:32:55', 'adcode': '500236', 'showRate': False, 'showHeal': True, 'wzz': 0, 'dead': 0, 'heal': 22, 'highRiskAreaNum': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
263,重庆,万州区,"{'wzz': 0, 'mtime': '2022-07-17 11:33:03', 'nowConfirm': 0, 'showHeal': True, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'dead': 4, 'showRate': False, 'heal': 114, 'adcode': '500101', 'confirm': 118, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
264,重庆,合川区,"{'heal': 23, 'showHeal': True, 'wzz': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'confirm': 23, 'mtime': '2022-07-17 11:33:04', 'dead': 0, 'adcode': '500117', 'continueDayZeroLocalConfirmAdd': 16, 'showRate': False, 'provinceLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
265,重庆,大渡口区,"{'provinceLocalConfirm': 0, 'mtime': '2022-07-17 11:32:58', 'adcode': '500104', 'highRiskAreaNum': 0, 'confirm': 7, 'showRate': False, 'heal': 7, 'showHeal': True, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'nowConfirm': 0, 'dead': 0, 'grade': '点击查看详情', 'wzz': 0, 'continueDayZeroLocalConfirm': 16}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
266,重庆,渝中区,"{'nowConfirm': 0, 'showHeal': True, 'continueDayZeroLocalConfirm': 16, 'dead': 0, 'heal': 20, 'grade': '点击查看详情', 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16, 'showRate': False, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'adcode': '500103', 'confirm': 20, 'mediumRiskAreaNum': 0, 'mtime': '2022-07-17 11:32:58'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
267,重庆,丰都县,"{'confirm': 10, 'dead': 0, 'showHeal': True, 'highRiskAreaNum': 0, 'nowConfirm': 0, 'mediumRiskAreaNum': 0, 'adcode': '500230', 'provinceLocalConfirm': 0, 'heal': 10, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'showRate': False, 'mtime': '2022-07-17 11:33:00', 'wzz': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
268,重庆,石柱县,"{'confirm': 15, 'dead': 0, 'adcode': '500240', 'wzz': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:33:04', 'showRate': False, 'nowConfirm': 0, 'heal': 15, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
269,重庆,铜梁区,"{'confirm': 10, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '500151', 'heal': 10, 'wzz': 0, 'showRate': False, 'showHeal': True, 'mtime': '2022-07-17 11:32:55', 'nowConfirm': 0, 'dead': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
270,重庆,垫江县,"{'mtime': '2022-07-17 11:33:02', 'dead': 0, 'showHeal': True, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'showRate': False, 'confirm': 20, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '500231', 'heal': 20, 'wzz': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
271,重庆,城口县,"{'heal': 2, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'wzz': 0, 'confirm': 2, 'dead': 0, 'showHeal': True, 'nowConfirm': 0, 'showRate': False, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:33:01', 'adcode': '500229'}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
272,重庆,璧山区,"{'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'nowConfirm': 0, 'heal': 9, 'mtime': '2022-07-17 11:32:53', 'adcode': '500120', 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'showRate': False, 'showHeal': True, 'wzz': 0, 'confirm': 9, 'dead': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
273,重庆,秀山县,"{'highRiskAreaNum': 0, 'adcode': '500241', 'showRate': False, 'heal': 1, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:33:02', 'dead': 0, 'showHeal': True, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'nowConfirm': 0, 'confirm': 1, 'wzz': 0}","{'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0'}"
274,重庆,高新区,"{'dead': 0, 'heal': 51, 'mediumRiskAreaNum': 0, 'nowConfirm': 0, 'grade': '点击查看详情', 'wzz': 0, 'provinceLocalConfirm': 0, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:31:58', 'showRate': False, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'adcode': '', 'confirm': 51}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '', 'local_confirm_add': 0}"
275,重庆,两江新区,"{'continueDayZeroLocalConfirm': 16, 'showRate': False, 'provinceLocalConfirm': 0, 'mtime': '2022-07-17 11:31:58', 'adcode': '', 'nowConfirm': 0, 'confirm': 18, 'heal': 18, 'showHeal': True, 'wzz': 0, 'mediumRiskAreaNum': 0, 'dead': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16}","{'isUpdated': False, 'wzz_add': '', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
276,重庆,酉阳县,"{'nowConfirm': 0, 'confirm': 1, 'continueDayZeroLocalConfirm': 16, 'adcode': '500242', 'showRate': False, 'wzz': 0, 'mediumRiskAreaNum': 0, 'mtime': '2022-07-17 11:32:57', 'heal': 1, 'provinceLocalConfirm': 0, 'dead': 0, 'showHeal': True, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
277,重庆,大足区,"{'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'wzz': 0, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'showRate': False, 'mtime': '2022-07-17 11:32:56', 'adcode': '500111', 'dead': 0, 'heal': 15, 'confirm': 15, 'showHeal': True, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
278,重庆,黔江区,"{'wzz': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'showRate': False, 'heal': 2, 'highRiskAreaNum': 0, 'dead': 0, 'mtime': '2022-07-17 11:33:03', 'showHeal': True, 'confirm': 2, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'adcode': '500114', 'nowConfirm': 0}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0}"
279,重庆,巫溪县,"{'confirm': 14, 'mtime': '2022-07-17 11:33:03', 'nowConfirm': 0, 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'showRate': False, 'highRiskAreaNum': 0, 'adcode': '500238', 'mediumRiskAreaNum': 0, 'dead': 0, 'heal': 14, 'showHeal': True, 'provinceLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
280,重庆,北碚区,"{'showRate': False, 'heal': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'adcode': '500109', 'continueDayZeroLocalConfirmAdd': 16, 'showHeal': True, 'wzz': 0, 'mtime': '2022-07-17 11:32:56', 'nowConfirm': 0, 'confirm': 0, 'dead': 0}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
281,重庆,梁平区,"{'nowConfirm': 0, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'dead': 0, 'mediumRiskAreaNum': 0, 'showRate': False, 'wzz': 0, 'mtime': '2022-07-17 11:32:56', 'adcode': '500155', 'confirm': 4, 'heal': 4, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
282,重庆,南川区,"{'nowConfirm': 0, 'showRate': False, 'highRiskAreaNum': 0, 'adcode': '500119', 'heal': 0, 'mediumRiskAreaNum': 0, 'mtime': '2022-07-17 11:32:53', 'confirm': 0, 'dead': 0, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'showHeal': True, 'wzz': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
283,重庆,开州区,"{'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'dead': 1, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '500154', 'showRate': False, 'heal': 20, 'wzz': 0, 'mtime': '2022-07-17 11:33:00', 'confirm': 21, 'showHeal': True, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
284,重庆,万盛经开区,"{'nowConfirm': 0, 'confirm': 1, 'showRate': False, 'wzz': 0, 'heal': 1, 'showHeal': True, 'mediumRiskAreaNum': 0, 'dead': 0, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 16, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:31:53', 'adcode': ''}","{'wzz_add': '', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
285,重庆,江津区,"{'showRate': False, 'heal': 7, 'grade': '点击查看详情', 'wzz': 0, 'provinceLocalConfirm': 0, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'confirm': 7, 'adcode': '500116', 'nowConfirm': 0, 'dead': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:33:02'}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
286,重庆,巫山县,"{'nowConfirm': 0, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'heal': 11, 'adcode': '500237', 'confirm': 11, 'showRate': False, 'wzz': 0, 'mediumRiskAreaNum': 0, 'mtime': '2022-07-17 11:32:54', 'dead': 0, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
287,重庆,云阳县,"{'provinceLocalConfirm': 0, 'adcode': '500235', 'showRate': False, 'wzz': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:32:57', 'heal': 28, 'showHeal': True, 'confirm': 28, 'dead': 0, 'grade': '点击查看详情', 'continueDayZeroLocalConfirmAdd': 16, 'nowConfirm': 0}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
288,重庆,渝北区,"{'nowConfirm': 0, 'confirm': 21, 'heal': 21, 'showRate': False, 'grade': '点击查看详情', 'wzz': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'showHeal': True, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:32:56', 'adcode': '500112', 'dead': 0, 'highRiskAreaNum': 0}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
289,重庆,彭水县,"{'confirm': 9, 'wzz': 0, 'mediumRiskAreaNum': 0, 'nowConfirm': 0, 'heal': 9, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'dead': 0, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16, 'showRate': False, 'mtime': '2022-07-17 11:32:59', 'adcode': '500243', 'highRiskAreaNum': 0}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
290,重庆,武隆区,"{'confirm': 1, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:32:54', 'adcode': '500156', 'dead': 0, 'heal': 1, 'wzz': 0, 'nowConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'showRate': False, 'showHeal': True, 'provinceLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
291,重庆,巴南区,"{'heal': 13, 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:33:01', 'dead': 0, 'showRate': False, 'showHeal': True, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'adcode': '500113', 'confirm': 13, 'grade': '点击查看详情', 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'provinceLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
292,重庆,忠县,"{'heal': 21, 'showHeal': True, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'confirm': 21, 'mediumRiskAreaNum': 0, 'showRate': False, 'wzz': 0, 'mtime': '2022-07-17 11:32:57', 'adcode': '500233', 'dead': 0, 'continueDayZeroLocalConfirmAdd': 16, 'highRiskAreaNum': 0}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
293,重庆,九龙坡区,"{'highRiskAreaNum': 0, 'showRate': False, 'mtime': '2022-07-17 11:32:59', 'adcode': '500107', 'confirm': 26, 'dead': 1, 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16, 'nowConfirm': 0, 'heal': 25, 'showHeal': True, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
294,重庆,涪陵区,"{'continueDayZeroLocalConfirmAdd': 16, 'nowConfirm': 0, 'mediumRiskAreaNum': 0, 'confirm': 5, 'wzz': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:32:12', 'adcode': '500102', 'dead': 0, 'showRate': False, 'heal': 5, 'showHeal': True, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
295,河南,许昌,"{'nowConfirm': 131, 'showRate': False, 'showHeal': True, 'wzz': 0, 'confirm': 568, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 0, 'dead': 1, 'grade': '全部低风险', 'mediumRiskAreaNum': 0, 'heal': 436, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:35:02', 'adcode': '411000'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
296,河南,郑州,"{'continueDayZeroLocalConfirmAdd': 3, 'adcode': '410100', 'confirm': 611, 'dead': 5, 'showRate': False, 'provinceLocalConfirm': 0, 'nowConfirm': 110, 'heal': 496, 'grade': '点击查看详情', 'highRiskAreaNum': 7, 'mtime': '2022-07-17 09:11:22', 'showHeal': True, 'wzz': 0, 'mediumRiskAreaNum': 6, 'continueDayZeroLocalConfirm': 0}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '1', 'local_confirm_add': 0, 'confirm': 0}"
297,河南,周口,"{'showRate': False, 'continueDayZeroLocalConfirm': 0, 'nowConfirm': 82, 'dead': 1, 'heal': 100, 'showHeal': True, 'wzz': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:33:04', 'adcode': '411600', 'confirm': 183, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
298,河南,安阳,"{'confirm': 555, 'dead': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 0, 'showHeal': True, 'grade': '点击查看详情', 'adcode': '410500', 'nowConfirm': 33, 'showRate': False, 'heal': 522, 'wzz': 0, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:35:02'}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
299,河南,驻马店,"{'confirm': 156, 'showRate': False, 'heal': 143, 'mediumRiskAreaNum': 4, 'continueDayZeroLocalConfirmAdd': 0, 'continueDayZeroLocalConfirm': 0, 'nowConfirm': 13, 'grade': '点击查看详情', 'dead': 0, 'highRiskAreaNum': 7, 'mtime': '2022-07-18 08:35:01', 'showHeal': True, 'provinceLocalConfirm': 0, 'adcode': '411700', 'wzz': 0}","{'confirm': 3, 'confirmCuts': 0, 'isUpdated': True, 'wzz_add': '32', 'local_confirm_add': 3}"
300,河南,平顶山,"{'nowConfirm': 11, 'mediumRiskAreaNum': 3, 'continueDayZeroLocalConfirm': 0, 'mtime': '2022-07-18 08:35:01', 'adcode': '410400', 'dead': 1, 'showRate': False, 'heal': 59, 'grade': '点击查看详情', 'wzz': 0, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 8, 'continueDayZeroLocalConfirmAdd': 16, 'confirm': 71, 'showHeal': True}","{'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': True, 'wzz_add': '7'}"
301,河南,信阳,"{'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 0, 'heal': 275, 'showHeal': True, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:35:01', 'showRate': False, 'dead': 2, 'wzz': 0, 'mediumRiskAreaNum': 0, 'adcode': '411500', 'confirm': 288, 'nowConfirm': 11}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
302,河南,濮阳,"{'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 0, 'adcode': '410900', 'showRate': False, 'showHeal': True, 'highRiskAreaNum': 0, 'confirm': 27, 'grade': '点击查看详情', 'wzz': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'mtime': '2022-07-17 11:35:03', 'nowConfirm': 10, 'dead': 0, 'heal': 17}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
303,河南,漯河,"{'adcode': '411100', 'nowConfirm': 8, 'dead': 0, 'heal': 36, 'grade': '点击查看详情', 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'confirm': 44, 'showHeal': True, 'provinceLocalConfirm': 0, 'mtime': '2022-07-17 11:33:06', 'showRate': False, 'highRiskAreaNum': 0, 'wzz': 0, 'continueDayZeroLocalConfirm': 0}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
